ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,cluster
CLI345,F,Si,76,Si,Ingeniero,+20annos,Bajo,1,1948,Generacion X,79990,Soria,1033,50,0,335,5.0,Adultos equilibrados y con poder (3)
CLI3450,M,Si,92,Si,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,116500,Madrid,798,50,0,193,,Adultos equilibrados y con poder (3)
CLI3451,F,Si,64,Si,Servicios,+20annos,Alto,4,1960,Generacion X,123825,Badajoz,915,80,0,173,,Adultos equilibrados y con poder (3)
CLI3452,M,No,23,,Funcionario,<10annos,Bajo,5,2001,Generacion Z,20201,Barcelona,2996,30,1,131,,"Ricos, mayores y no digitales (2)"
CLI3453,F,No,25,No,Ingeniero,<10annos,Bajo,1,1999,Generacion Z,28096,Lugo,303,30,0,417,3.0,"Ricos, mayores y no digitales (2)"
CLI3454,M,Si,44,No,Ejecutivo,+20annos,Medio,2,1980,Generacion X,119613,Lugo,2066,120,1,346,5.0,Jóvenes con bajos ingresos(1)
CLI3455,F,No,21,No,Medico,<10annos,Bajo,3,2003,Generacion Z,19776,Cadiz,2789,30,0,597,4.0,"Ricos, mayores y no digitales (2)"
CLI3456,F,No,44,Si,Servicios,+20annos,Bajo,1,1980,Generacion X,82835,Toledo,1882,50,0,256,,Jóvenes con gasto moderado (0)
CLI3457,F,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,117748,Valladolid,1284,50,0,537,1.0,Jóvenes con gasto moderado (0)
CLI3458,M,Si,57,Si,Funcionario,+20annos,Bajo,2,1967,Generacion X,112838,Albacete,818,50,1,109,,Adultos equilibrados y con poder (3)
CLI3459,M,Si,50,No,Ejecutivo,+20annos,Alto,4,1974,Generacion X,95543,Almeri­a,11305,30,0,532,4.0,Jóvenes con gasto moderado (0)
CLI346,F,No,29,No,Funcionario,<10annos,Bajo,8,1995,Millennials,23466,Valencia,2306,30,1,340,5.0,"Ricos, mayores y no digitales (2)"
CLI3460,M,No,36,Si,Artista,10-20annos,Bajo,1,1988,Millennials,18614,Ceuta,1813,30,0,458,1.0,"Ricos, mayores y no digitales (2)"
CLI3461,M,No,47,Si,Artista,+20annos,Bajo,2,1977,Generacion X,109132,Salamanca,779,50,0,209,,Jóvenes con gasto moderado (0)
CLI3462,M,Si,43,Si,Medico,+20annos,Bajo,2,1981,Millennials,77108,Huelva,1652,50,0,72,,Jóvenes con gasto moderado (0)
CLI3463,M,Si,56,Si,Artista,+20annos,Medio,3,1968,Generacion X,89921,Tarragona,158,80,0,599,4.0,Jóvenes con bajos ingresos(1)
CLI3464,M,Si,39,Si,Artista,10-20annos,Alto,3,1985,Millennials,18841,Santa Cruz de Tenerife,2043,30,1,244,,"Ricos, mayores y no digitales (2)"
CLI3465,M,No,41,Si,Ejecutivo,10-20annos,Bajo,1,1983,Millennials,40278,Cadiz,1744,50,0,477,1.0,"Ricos, mayores y no digitales (2)"
CLI3466,F,No,44,Si,Ingeniero,+20annos,Bajo,4,1980,Generacion X,69092,Barcelona,1652,30,0,302,5.0,Jóvenes con gasto moderado (0)
CLI3467,F,No,31,No,Funcionario,<10annos,Bajo,4,1993,Millennials,27179,ilava,893,30,0,133,,"Ricos, mayores y no digitales (2)"
CLI3468,M,No,76,Si,Negocios/empresa,+20annos,Bajo,1,1948,Generacion X,104880,Valencia,1072,50,1,254,,Adultos equilibrados y con poder (3)
CLI3469,M,Si,30,Si,Artista,<10annos,Medio,2,1994,Millennials,27249,Huelva,1836,30,0,209,,Jóvenes con gasto moderado (0)
CLI347,F,Si,91,Si,Servicios,+20annos,Bajo,3,1933,Generacion Silenciosa,103546,Granada,857,80,1,220,,Adultos equilibrados y con poder (3)
CLI3470,M,Si,68,Si,Ejecutivo,+20annos,Alto,3,1956,Generacion X,81256,Salamanca,1287,80,0,223,,Adultos equilibrados y con poder (3)
CLI3471,F,Si,63,Si,Artista,+20annos,Alto,2,1961,Generacion X,119298,Segovia,974,50,0,373,3.0,Adultos equilibrados y con poder (3)
CLI3472,M,Si,68,No,Ejecutivo,+20annos,Alto,4,1956,Generacion X,96974,Gerona,994,30,0,34,,Adultos equilibrados y con poder (3)
CLI3473,M,No,31,No,Negocios/empresa,<10annos,Bajo,6,1993,Millennials,21397,ilava,1928,30,1,190,,"Ricos, mayores y no digitales (2)"
CLI3474,F,Si,57,Si,Artista,+20annos,Alto,3,1967,Generacion X,100295,Baleares,1717,80,0,481,1.0,Adultos equilibrados y con poder (3)
CLI3475,F,No,44,Si,Funcionario,+20annos,Bajo,1,1980,Generacion X,116960,La Corui±a,1422,50,0,402,1.0,Jóvenes con gasto moderado (0)
CLI3476,F,No,58,Si,Artista,+20annos,Bajo,1,1966,Generacion X,91622,Huesca,1306,50,0,84,,Jóvenes con gasto moderado (0)
CLI3477,F,Si,80,Si,Servicios,+20annos,Bajo,2,1944,Generacion Silenciosa,83929,Soria,1639,50,0,215,,Adultos equilibrados y con poder (3)
CLI3478,F,Si,29,No,Ingeniero,<10annos,Bajo,2,1995,Millennials,28915,Navarra,1512,30,1,110,,"Ricos, mayores y no digitales (2)"
CLI3479,M,Si,58,Si,Artista,+20annos,Medio,3,1966,Generacion X,56251,Cordoba,876,80,0,72,,Jóvenes con bajos ingresos(1)
CLI348,F,No,43,Si,Funcionario,+20annos,Bajo,1,1981,Millennials,33027,Badajoz,87,30,0,110,,Jóvenes con gasto moderado (0)
CLI3480,F,No,46,Si,Medico,+20annos,Bajo,1,1978,Generacion X,108233,Vizcaya,115,50,0,116,,Jóvenes con gasto moderado (0)
CLI3481,F,No,74,Si,Ingeniero,+20annos,Bajo,1,1950,Generacion X,69409,La Rioja,1678,50,0,507,1.0,Jóvenes con gasto moderado (0)
CLI3482,F,Si,77,Si,Artista,+20annos,Medio,2,1947,Generacion X,31019,Leon,1639,30,1,262,,Jóvenes con bajos ingresos(1)
CLI3483,F,Si,75,Si,Artista,+20annos,Medio,3,1949,Generacion X,117235,Castellon,1326,80,0,169,,Jóvenes con bajos ingresos(1)
CLI3484,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,13005,Salamanca,2064,30,0,154,,"Ricos, mayores y no digitales (2)"
CLI3485,M,Si,72,Si,Artista,+20annos,Bajo,1,1952,Generacion X,115951,LLeida,1717,50,0,358,5.0,Adultos equilibrados y con poder (3)
CLI3486,M,Si,47,Si,Artista,+20annos,Bajo,4,1977,Generacion X,86486,Sevilla,564,80,0,309,5.0,Jóvenes con bajos ingresos(1)
CLI3487,M,Si,43,Si,Artista,+20annos,Medio,2,1981,Millennials,56870,Zaragoza,1123,50,1,282,,Jóvenes con gasto moderado (0)
CLI3488,M,Si,98,No,Servicios,+20annos,Alto,2,1926,Generacion Silenciosa,46278,Teruel,1072,30,0,302,5.0,Adultos equilibrados y con poder (3)
CLI3489,F,Si,41,Si,Otros,10-20annos,Bajo,2,1983,Millennials,41186,Navarra,1629,50,0,160,,Jóvenes con gasto moderado (0)
CLI349,M,Si,39,Si,Artista,10-20annos,Bajo,1,1985,Millennials,29435,Valencia,801,30,0,97,,Jóvenes con gasto moderado (0)
CLI3490,M,No,32,Si,Funcionario,10-20annos,Bajo,2,1992,Millennials,31228,ilava,893,30,0,228,,"Ricos, mayores y no digitales (2)"
CLI3491,M,No,30,Si,Funcionario,<10annos,Bajo,3,1994,Millennials,18230,Melilla,778,30,0,116,,"Ricos, mayores y no digitales (2)"
CLI3492,M,Si,97,No,Servicios,+20annos,Bajo,1,1927,Generacion Silenciosa,23584,Malaga,1365,30,1,261,,Adultos equilibrados y con poder (3)
CLI3493,F,Si,53,Si,Medico,+20annos,Medio,2,1971,Generacion X,80501,Vizcaya,974,50,1,307,5.0,Jóvenes con bajos ingresos(1)
CLI3494,F,Si,77,No,Negocios/empresa,+20annos,Alto,2,1947,Generacion X,122488,La Corui±a,1482,120,0,157,,Adultos equilibrados y con poder (3)
CLI3495,F,Si,44,Si,Artista,+20annos,Medio,1,1980,Generacion X,95065,Zamora,179,50,0,364,5.0,Jóvenes con bajos ingresos(1)
CLI3496,M,No,57,Si,Artista,+20annos,Bajo,1,1967,Generacion X,96620,Caceres,15215,50,0,109,,Jóvenes con gasto moderado (0)
CLI3497,F,No,28,Si,Funcionario,<10annos,Bajo,5,1996,Millennials,24617,Baleares,2202,30,0,192,,"Ricos, mayores y no digitales (2)"
CLI3498,F,No,53,Si,Artista,+20annos,Bajo,2,1971,Generacion X,61697,Salamanca,994,50,1,252,,Jóvenes con gasto moderado (0)
CLI3499,F,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,103903,Toledo,1013,50,1,160,,Jóvenes con gasto moderado (0)
CLI35,M,No,29,No,Construccion,<10annos,Bajo,1,1995,Millennials,28710,ilava,2823,30,0,219,,"Ricos, mayores y no digitales (2)"
CLI350,M,Si,21,No,Negocios/empresa,<10annos,Alto,5,2003,Generacion Z,14959,LLeida,1236,30,0,449,3.0,"Ricos, mayores y no digitales (2)"
CLI3500,F,Si,55,Si,Artista,+20annos,Alto,3,1969,Generacion X,119899,Zamora,1091,80,1,166,,Adultos equilibrados y con poder (3)
CLI3501,M,No,43,Si,Artista,+20annos,Bajo,1,1981,Millennials,109514,Tarragona,1376,50,1,240,,Jóvenes con gasto moderado (0)
CLI3502,M,Si,62,Si,Otros,+20annos,Bajo,1,1962,Generacion X,117454,Barcelona,1287,50,0,345,5.0,Adultos equilibrados y con poder (3)
CLI3503,F,Si,74,Si,Servicios,+20annos,Medio,2,1950,Generacion X,23573,ilava,681,30,0,486,3.0,Jóvenes con bajos ingresos(1)
CLI3504,F,No,32,Si,Funcionario,10-20annos,Bajo,8,1992,Millennials,24980,La Corui±a,1284,30,0,512,4.0,"Ricos, mayores y no digitales (2)"
CLI3505,M,Si,51,Si,Ejecutivo,+20annos,Alto,4,1973,Generacion X,47812,Castellon,1658,30,0,112,,Jóvenes con gasto moderado (0)
CLI3506,M,No,34,No,Medico,10-20annos,Bajo,4,1990,Millennials,19460,Pontevedra,1468,30,0,164,,"Ricos, mayores y no digitales (2)"
CLI3507,M,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,23680,Ceuta,1376,30,1,341,5.0,Jóvenes con bajos ingresos(1)
CLI3508,M,No,30,Si,Artista,<10annos,Bajo,8,1994,Millennials,30478,Pontevedra,801,30,1,365,,"Ricos, mayores y no digitales (2)"
CLI3509,M,Si,62,Si,Otros,+20annos,Medio,3,1962,Generacion X,26051,Cadiz,1326,30,1,199,,Jóvenes con bajos ingresos(1)
CLI351,F,Si,66,Si,Artista,+20annos,Alto,4,1958,Generacion X,80361,Granada,896,80,1,237,,Adultos equilibrados y con poder (3)
CLI3510,M,Si,35,Si,Construccion,10-20annos,Medio,2,1989,Millennials,22093,Valencia,1882,30,0,541,4.0,Jóvenes con gasto moderado (0)
CLI3511,F,Si,65,Si,Artista,+20annos,Medio,4,1959,Generacion X,121995,Alicante,564,80,0,549,4.0,Jóvenes con bajos ingresos(1)
CLI3512,F,Si,96,Si,Artista,+20annos,Bajo,1,1928,Generacion Silenciosa,59173,Las Palmas,158,50,1,326,5.0,Adultos equilibrados y con poder (3)
CLI3513,F,No,45,Si,Funcionario,+20annos,Bajo,3,1979,Generacion X,63852,Barcelona,1744,30,1,388,3.0,Jóvenes con gasto moderado (0)
CLI3514,F,No,65,Si,Artista,+20annos,Bajo,1,1959,Generacion X,26904,Salamanca,1013,30,1,308,5.0,Jóvenes con gasto moderado (0)
CLI3515,F,Si,61,Si,Otros,+20annos,Medio,5,1963,Generacion X,28263,Burgos,7,30,1,335,5.0,Jóvenes con bajos ingresos(1)
CLI3516,F,Si,57,No,Artista,+20annos,Medio,3,1967,Generacion X,37019,Navarra,1111,30,0,79,,Jóvenes con bajos ingresos(1)
CLI3517,F,Si,67,Si,Artista,+20annos,Alto,2,1957,Generacion X,25289,Malaga,115,30,1,281,,Jóvenes con gasto moderado (0)
CLI3518,M,Si,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,49544,Almeri­a,1228,50,0,447,1.0,Jóvenes con gasto moderado (0)
CLI3519,F,Si,51,Si,Ingeniero,+20annos,Medio,2,1973,Generacion X,106386,ivila,1619,50,0,183,,Jóvenes con bajos ingresos(1)
CLI352,M,Si,39,Si,Artista,10-20annos,Medio,4,1985,Millennials,26201,Melilla,1238,30,0,588,4.0,Jóvenes con gasto moderado (0)
CLI3520,M,Si,40,Si,Artista,10-20annos,Medio,2,1984,Millennials,104055,Palencia,1353,50,0,425,3.0,Jóvenes con gasto moderado (0)
CLI3521,M,Si,40,No,Artista,10-20annos,Medio,4,1984,Millennials,77070,Badajoz,1974,30,0,407,3.0,Jóvenes con gasto moderado (0)
CLI3522,M,Si,64,Si,Ejecutivo,+20annos,Medio,4,1960,Generacion X,106685,Almeri­a,1385,80,1,375,3.0,Jóvenes con bajos ingresos(1)
CLI3523,M,No,28,Si,Artista,<10annos,Bajo,1,1996,Millennials,25511,La Rioja,14775,30,1,339,5.0,"Ricos, mayores y no digitales (2)"
CLI3524,M,Si,72,Si,Artista,+20annos,Alto,2,1952,Generacion X,39173,Baleares,1111,50,0,477,3.0,Adultos equilibrados y con poder (3)
CLI3525,F,Si,98,No,Servicios,+20annos,Alto,3,1926,Generacion Silenciosa,45269,Zamora,1619,30,0,403,3.0,Adultos equilibrados y con poder (3)
CLI3526,M,No,30,Si,Servicios,<10annos,Bajo,3,1994,Millennials,19121,Madrid,916,30,1,362,5.0,"Ricos, mayores y no digitales (2)"
CLI3527,M,No,43,Si,Otros,+20annos,Bajo,2,1981,Millennials,34466,Salamanca,1675,30,0,513,1.0,Jóvenes con gasto moderado (0)
CLI3528,M,Si,98,Si,Ejecutivo,+20annos,Bajo,3,1926,Generacion Silenciosa,42741,Gerona,1365,30,1,155,,Adultos equilibrados y con poder (3)
CLI3529,F,Si,65,No,Negocios/empresa,+20annos,Medio,4,1959,Generacion X,107124,Zamora,1091,30,0,158,,Jóvenes con bajos ingresos(1)
CLI353,F,No,58,Si,Ingeniero,+20annos,Bajo,1,1966,Generacion X,64449,Tarragona,779,50,0,171,,Jóvenes con gasto moderado (0)
CLI3530,F,Si,52,Si,Artista,+20annos,Bajo,2,1972,Generacion X,93582,Guadalajara,974,50,0,223,,Jóvenes con gasto moderado (0)
CLI3531,F,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,40731,Malaga,1123,50,1,275,,Jóvenes con bajos ingresos(1)
CLI3532,M,Si,73,Si,Otros,+20annos,Medio,3,1951,Generacion X,66815,Vizcaya,1072,80,0,201,,Jóvenes con bajos ingresos(1)
CLI3533,F,No,21,No,Otros,<10annos,Bajo,4,2003,Generacion Z,22290,Ciudad Real,2789,30,0,591,4.0,"Ricos, mayores y no digitales (2)"
CLI3534,M,Si,81,Si,Servicios,+20annos,Alto,2,1943,Generacion Silenciosa,21236,Salamanca,1443,30,1,354,5.0,Adultos equilibrados y con poder (3)
CLI3535,M,,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,26031,Vizcaya,2043,30,1,202,,"Ricos, mayores y no digitales (2)"
CLI3536,M,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,77148,Salamanca,1033,80,0,600,4.0,Jóvenes con bajos ingresos(1)
CLI3537,M,No,25,No,Otros,<10annos,Bajo,3,1999,Generacion Z,26229,Jaen,1961,30,0,485,3.0,"Ricos, mayores y no digitales (2)"
CLI3538,F,Si,31,Si,Artista,<10annos,Bajo,2,1993,Millennials,28429,Zamora,1721,30,0,342,5.0,"Ricos, mayores y no digitales (2)"
CLI3539,M,Si,65,Si,Ejecutivo,+20annos,Alto,3,1959,Generacion X,89524,Gerona,15215,80,0,298,,Adultos equilibrados y con poder (3)
CLI354,F,Si,95,No,Servicios,+20annos,Bajo,1,1929,Generacion Silenciosa,44807,Pontevedra,1756,30,0,151,,Adultos equilibrados y con poder (3)
CLI3540,F,Si,46,Si,Medico,+20annos,Bajo,1,1978,Generacion X,27164,Santa Cruz de Tenerife,779,30,0,589,4.0,Jóvenes con gasto moderado (0)
CLI3541,M,Si,39,Si,Ingeniero,10-20annos,Bajo,2,1985,Millennials,25375,Ciudad Real,1376,30,1,110,,Jóvenes con gasto moderado (0)
CLI3542,M,Si,62,Si,Artista,+20annos,Medio,3,1962,Generacion X,46558,Navarra,857,30,0,551,4.0,Jóvenes con bajos ingresos(1)
CLI3543,M,Si,55,Si,Otros,+20annos,Medio,4,1969,Generacion X,69531,Tarragona,896,80,0,501,4.0,Jóvenes con bajos ingresos(1)
CLI3544,M,Si,43,Si,Otros,+20annos,Medio,4,1981,Millennials,124832,La Corui±a,686,200,1,165,,Jóvenes con bajos ingresos(1)
CLI3545,F,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,63890,Albacete,603,50,0,487,3.0,Jóvenes con bajos ingresos(1)
CLI3546,M,Si,57,Si,Artista,+20annos,Medio,4,1967,Generacion X,69361,Toledo,115,80,1,295,,Jóvenes con bajos ingresos(1)
CLI3547,M,Si,84,Si,Servicios,+20annos,Bajo,2,1940,Generacion Silenciosa,67940,Huesca,15215,50,1,112,,Adultos equilibrados y con poder (3)
CLI3548,M,No,40,No,Otros,10-20annos,Bajo,1,1984,Millennials,86515,Ceuta,133,120,1,253,,Jóvenes con gasto moderado (0)
CLI3549,M,No,29,No,Medico,<10annos,Bajo,2,1995,Millennials,26337,Valladolid,2513,30,0,385,3.0,"Ricos, mayores y no digitales (2)"
CLI355,F,No,32,No,Funcionario,10-20annos,Bajo,3,1992,Millennials,31755,Ceuta,1836,30,1,136,,"Ricos, mayores y no digitales (2)"
CLI3550,M,Si,43,Si,Otros,+20annos,Bajo,2,1981,Millennials,104857,Pontevedra,1629,50,0,250,,Jóvenes con gasto moderado (0)
CLI3551,F,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,23970,Cadiz,11325,30,0,334,5.0,"Ricos, mayores y no digitales (2)"
CLI3552,F,No,47,Si,Funcionario,+20annos,Bajo,2,1977,Generacion X,45353,Zamora,16,50,0,223,,Jóvenes con gasto moderado (0)
CLI3553,M,Si,69,Si,Otros,+20annos,Alto,2,1955,Generacion X,62285,Lugo,1463,50,1,364,5.0,Adultos equilibrados y con poder (3)
CLI3554,F,Si,40,Si,Artista,10-20annos,Bajo,2,1984,Millennials,105220,Teruel,1882,50,0,528,1.0,Jóvenes con gasto moderado (0)
CLI3555,F,,36,No,Funcionario,10-20annos,Bajo,3,1988,Millennials,20975,La Rioja,1399,30,0,210,,"Ricos, mayores y no digitales (2)"
CLI3556,F,Si,89,No,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,65808,Lugo,1091,30,0,372,3.0,Adultos equilibrados y con poder (3)
CLI3557,F,Si,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,86063,Alicante,1951,50,1,150,,Jóvenes con gasto moderado (0)
CLI3558,F,Si,52,Si,Artista,+20annos,Medio,4,1972,Generacion X,103941,Almeri­a,1756,80,1,362,5.0,Jóvenes con bajos ingresos(1)
CLI3559,M,Si,74,Si,Artista,+20annos,Bajo,1,1950,Generacion X,25349,Cadiz,896,30,0,176,,Jóvenes con gasto moderado (0)
CLI356,F,No,29,No,Medico,<10annos,Bajo,1,1995,Millennials,22925,Almeri­a,2444,30,0,56,,"Ricos, mayores y no digitales (2)"
CLI3560,F,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,96813,ilava,1606,50,0,40,,Jóvenes con gasto moderado (0)
CLI3561,F,No,33,No,Otros,10-20annos,Bajo,3,1991,Millennials,31982,Malaga,916,30,0,73,,"Ricos, mayores y no digitales (2)"
CLI3562,M,No,44,Si,Medico,+20annos,Bajo,1,1980,Generacion X,89477,Zamora,1422,50,0,481,1.0,Jóvenes con gasto moderado (0)
CLI3563,M,No,21,No,Negocios/empresa,<10annos,Bajo,4,2003,Generacion Z,18413,Madrid,2547,30,0,78,,"Ricos, mayores y no digitales (2)"
CLI3564,M,No,35,Si,Funcionario,10-20annos,Bajo,1,1989,Millennials,25994,Zamora,1008,30,1,260,,"Ricos, mayores y no digitales (2)"
CLI3565,F,Si,35,No,Medico,10-20annos,Bajo,5,1989,Millennials,27978,Pontevedra,1744,30,0,108,,Jóvenes con gasto moderado (0)
CLI3566,M,No,36,No,Negocios/empresa,10-20annos,Bajo,5,1988,Millennials,31369,Leon,1284,30,1,390,3.0,"Ricos, mayores y no digitales (2)"
CLI3567,F,No,30,Si,Funcionario,<10annos,Bajo,7,1994,Millennials,26120,Jaen,1951,30,1,375,3.0,"Ricos, mayores y no digitales (2)"
CLI3568,F,Si,80,No,Servicios,+20annos,Alto,2,1944,Generacion Silenciosa,45085,Las Palmas,7,30,0,82,,Adultos equilibrados y con poder (3)
CLI3569,F,Si,32,Si,Construccion,10-20annos,Alto,2,1992,Millennials,29375,ilava,1905,30,0,99,,"Ricos, mayores y no digitales (2)"
CLI357,M,No,40,Si,Ingeniero,10-20annos,Bajo,1,1984,Millennials,126948,Almeri­a,1353,50,1,150,,Jóvenes con gasto moderado (0)
CLI3570,M,No,31,No,Otros,<10annos,Bajo,3,1993,Millennials,18809,Malaga,1353,30,0,104,,"Ricos, mayores y no digitales (2)"
CLI3571,M,No,76,No,Ingeniero,+20annos,Bajo,1,1948,Generacion X,82709,Tarragona,1482,120,0,324,5.0,Adultos equilibrados y con poder (3)
CLI3572,M,No,36,No,Medico,10-20annos,Bajo,4,1988,Millennials,22618,Jaen,1422,30,0,148,,"Ricos, mayores y no digitales (2)"
CLI3573,M,Si,74,Si,Negocios/empresa,+20annos,Bajo,2,1950,Generacion X,111641,Caceres,1111,50,0,586,4.0,Adultos equilibrados y con poder (3)
CLI3574,M,Si,80,Si,Artista,+20annos,Bajo,1,1944,Generacion Silenciosa,86538,Zaragoza,15215,50,0,221,,Adultos equilibrados y con poder (3)
CLI3575,M,Si,46,Si,Artista,+20annos,Bajo,2,1978,Generacion X,111431,Palencia,1248,50,0,65,,Jóvenes con gasto moderado (0)
CLI3576,M,No,35,Si,Funcionario,10-20annos,Bajo,2,1989,Millennials,21518,Tarragona,1399,30,0,408,3.0,"Ricos, mayores y no digitales (2)"
CLI3577,M,Si,58,Si,Ejecutivo,+20annos,Alto,5,1966,Generacion X,95530,Badajoz,661,30,1,169,,Jóvenes con gasto moderado (0)
CLI3578,M,Si,46,Si,Ejecutivo,+20annos,Alto,2,1978,Generacion X,99501,Palencia,1658,50,1,399,3.0,Adultos equilibrados y con poder (3)
CLI3579,F,Si,55,No,Artista,+20annos,Alto,2,1969,Generacion X,101454,Caceres,1443,120,0,498,3.0,Adultos equilibrados y con poder (3)
CLI358,F,No,24,No,Construccion,<10annos,Bajo,4,2000,Generacion Z,14795,Orense,1788,30,1,227,,"Ricos, mayores y no digitales (2)"
CLI3580,F,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,15031,Lugo,203,30,0,262,,"Ricos, mayores y no digitales (2)"
CLI3581,M,Si,90,Si,Servicios,+20annos,Bajo,1,1934,Generacion Silenciosa,102381,La Corui±a,1697,50,0,443,1.0,Adultos equilibrados y con poder (3)
CLI3582,M,Si,90,No,Ejecutivo,+20annos,Alto,2,1934,Generacion Silenciosa,38165,Ciudad Real,896,30,0,467,3.0,Adultos equilibrados y con poder (3)
CLI3583,F,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,89912,Badajoz,1399,50,1,344,5.0,Jóvenes con gasto moderado (0)
CLI3584,M,Si,30,No,Ejecutivo,<10annos,Bajo,2,1994,Millennials,31893,Albacete,1882,30,0,523,4.0,"Ricos, mayores y no digitales (2)"
CLI3585,M,Si,42,Si,Medico,+20annos,Medio,5,1982,Millennials,22265,Soria,1537,30,0,233,,Jóvenes con gasto moderado (0)
CLI3586,F,No,53,Si,Construccion,+20annos,Bajo,1,1971,Generacion X,98040,Baleares,16,50,0,143,,Jóvenes con gasto moderado (0)
CLI3587,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,12104,Granada,1823,30,0,158,,"Ricos, mayores y no digitales (2)"
CLI3588,M,Si,33,Si,Artista,10-20annos,Medio,2,1991,Millennials,27895,Lugo,202,30,0,121,,Jóvenes con gasto moderado (0)
CLI3589,M,No,34,No,Funcionario,10-20annos,Bajo,3,1990,Millennials,27556,Granada,1077,30,0,296,,"Ricos, mayores y no digitales (2)"
CLI359,M,No,21,No,Negocios/empresa,<10annos,Bajo,5,2003,Generacion Z,22750,Jaen,1754,30,0,151,,"Ricos, mayores y no digitales (2)"
CLI3590,F,Si,39,No,Ingeniero,10-20annos,Alto,4,1985,Millennials,20257,Alicante,133,30,0,244,,"Ricos, mayores y no digitales (2)"
CLI3591,F,No,30,No,Ingeniero,<10annos,Bajo,6,1994,Millennials,26587,Segovia,1353,30,0,65,,"Ricos, mayores y no digitales (2)"
CLI3592,M,Si,44,No,Ejecutivo,+20annos,Bajo,3,1980,Generacion X,48689,Cadiz,1054,30,1,124,,Jóvenes con gasto moderado (0)
CLI3593,M,Si,68,Si,Artista,+20annos,Bajo,1,1956,Generacion X,33586,Caceres,994,30,0,271,,Jóvenes con gasto moderado (0)
CLI3594,M,Si,33,Si,Funcionario,10-20annos,Bajo,2,1991,Millennials,26949,Almeri­a,1951,30,0,347,5.0,Jóvenes con gasto moderado (0)
CLI3595,M,Si,74,Si,Otros,+20annos,Medio,3,1950,Generacion X,100453,Albacete,1619,80,0,393,3.0,Jóvenes con bajos ingresos(1)
CLI3596,M,No,42,Si,Artista,+20annos,Bajo,2,1982,Millennials,113031,Salamanca,11,50,0,223,,Jóvenes con gasto moderado (0)
CLI3597,F,No,41,Si,Artista,10-20annos,Bajo,4,1983,Millennials,103821,La Rioja,962,30,0,82,,Jóvenes con gasto moderado (0)
CLI3598,F,No,29,Si,Funcionario,<10annos,Bajo,2,1995,Millennials,22686,Cadiz,2651,30,1,380,3.0,"Ricos, mayores y no digitales (2)"
CLI3599,M,Si,67,Si,Otros,+20annos,Medio,4,1957,Generacion X,81053,Murcia,896,80,0,105,,Jóvenes con bajos ingresos(1)
CLI36,F,Si,91,No,Servicios,+20annos,Alto,2,1933,Generacion Silenciosa,82612,Leon,1091,120,0,337,5.0,Adultos equilibrados y con poder (3)
CLI360,F,Si,22,Si,Servicios,<10annos,Medio,3,2002,Generacion Z,12854,Guadalajara,2271,30,0,133,,Jóvenes con gasto moderado (0)
CLI3600,M,Si,24,No,Otros,<10annos,Medio,3,2000,Generacion Z,19087,La Corui±a,2306,30,0,540,4.0,Jóvenes con gasto moderado (0)
CLI3601,F,Si,52,Si,Artista,+20annos,Medio,5,1972,Generacion X,28362,Valencia,72,30,0,423,3.0,Jóvenes con bajos ingresos(1)
CLI3602,M,Si,74,Si,Servicios,+20annos,Alto,2,1950,Generacion X,110737,Las Palmas,896,50,0,161,,Adultos equilibrados y con poder (3)
CLI3603,M,Si,42,Si,Artista,+20annos,Bajo,6,1982,Millennials,108329,Baleares,1215,30,0,180,,Jóvenes con gasto moderado (0)
CLI3604,F,Si,40,No,Ingeniero,10-20annos,Medio,4,1984,Millennials,102651,Caceres,1882,30,0,230,,Jóvenes con gasto moderado (0)
CLI3605,F,No,40,Si,Ingeniero,10-20annos,Bajo,1,1984,Millennials,129955,Almeri­a,1077,50,1,166,,Jóvenes con gasto moderado (0)
CLI3606,M,No,32,No,Otros,10-20annos,Bajo,8,1992,Millennials,19721,Guadalajara,1031,30,0,327,5.0,"Ricos, mayores y no digitales (2)"
CLI3607,F,,32,No,Ingeniero,10-20annos,Alto,4,1992,Millennials,25906,Toledo,1767,30,0,465,3.0,"Ricos, mayores y no digitales (2)"
